Attack Rate (per 1000),CFR (%),COD Gov Arabic,COD Gov English,COD Gov Pcode,Cases,Date,Deaths,Governorate
59.458,0.18,الضالع,Al Dhale'e,30.0,43493,2017-10-08,79,Al Dhale'e
47.441,0.13,أبين,Abyan,12.0,27081,2017-10-08,35,Abyan
40.219,0.21,صنعاء,Sana'a,23.0,59136,2017-10-08,122,Sana'a
37.993,0.46,حجة,Hajjah,17.0,88513,2017-10-08,403,Hajjah
35.42,0.21,ذمار,Dhamar,20.0,71274,2017-10-08,153,Dhamar
31.377,0.12,البيضاء,Al Bayda,14.0,23827,2017-10-08,29,Al Bayda
27.901,0.08,أمانة العاصمة,Amanat Al Asimah,13.0,78898,2017-10-08,67,Amanat Al Asimah
21.319000000000003,0.09,لحج,Lahj,25.0,21508,2017-10-08,20,Lahj
20.634,0.92,ريمة,Raymah,31.0,12520,2017-10-08,115,Raymah
19.957,0.34,عدن,Aden,24.0,18420,2017-10-08,62,Aden
17.4,0.54,إب,Ibb,11.0,51454,2017-10-08,277,Ibb
16.037,0.38,تعز,Taizz,15.0,48083,2017-10-08,183,Taizz
6.7170000000000005,0.08,صعدة,Sa'ada,22.0,6122,2017-10-08,5,Sa'ada
2.088,0.23,شبوة,Shabwah,21.0,1328,2017-10-08,3,Shabwah
67.64,0.22,عمران,Amran,29.0,78500,2017-10-05,169,Amran
62.353,0.31,المحويت,Al Mahwit,27.0,45531,2017-10-05,140,Al Mahwit
58.698,0.18,الضالع,Al Dhale'e,30.0,42937,2017-10-05,79,Al Dhale'e
47.211999999999996,0.13,أبين,Abyan,12.0,26950,2017-10-05,35,Abyan
39.893,0.21,صنعاء,Sana'a,23.0,58656,2017-10-05,122,Sana'a
37.594,0.46,حجة,Hajjah,17.0,87584,2017-10-05,401,Hajjah
34.91,0.22,ذمار,Dhamar,20.0,70248,2017-10-05,153,Dhamar
31.234,0.12,البيضاء,Al Bayda,14.0,23719,2017-10-05,29,Al Bayda
27.768,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,78522,2017-10-05,67,Amanat Al Asimah
20.963,0.09,لحج,Lahj,25.0,21149,2017-10-05,20,Lahj
20.433,0.93,ريمة,Raymah,31.0,12398,2017-10-05,115,Raymah
19.842,0.34,عدن,Aden,24.0,18314,2017-10-05,62,Aden
17.279,0.54,إب,Ibb,11.0,51097,2017-10-05,276,Ibb
15.880999999999998,0.38,تعز,Taizz,15.0,47616,2017-10-05,183,Taizz
6.459,0.08,صعدة,Sa'ada,22.0,5887,2017-10-05,5,Sa'ada
2.085,0.23,شبوة,Shabwah,21.0,1326,2017-10-05,3,Shabwah
67.29,0.22,عمران,Amran,29.0,78094,2017-10-04,169,Amran
62.015,0.31,المحويت,Al Mahwit,27.0,45284,2017-10-04,140,Al Mahwit
58.376000000000005,0.19,الضالع,Al Dhale'e,30.0,42702,2017-10-04,79,Al Dhale'e
47.103,0.13,أبين,Abyan,12.0,26888,2017-10-04,35,Abyan
39.576,0.21,صنعاء,Sana'a,23.0,58191,2017-10-04,122,Sana'a
37.523,0.46,حجة,Hajjah,17.0,87418,2017-10-04,401,Hajjah
34.676,0.22,ذمار,Dhamar,20.0,69777,2017-10-04,153,Dhamar
31.109,0.12,البيضاء,Al Bayda,14.0,23624,2017-10-04,29,Al Bayda
27.666999999999998,0.08,أمانة العاصمة,Amanat Al Asimah,13.0,78238,2017-10-04,66,Amanat Al Asimah
20.963,0.09,لحج,Lahj,25.0,21149,2017-10-04,20,Lahj
20.386,0.93,ريمة,Raymah,31.0,12370,2017-10-04,115,Raymah
19.789,0.34,عدن,Aden,24.0,18265,2017-10-04,62,Aden
17.202,0.54,إب,Ibb,11.0,50868,2017-10-04,276,Ibb
15.827,0.38,تعز,Taizz,15.0,47453,2017-10-04,182,Taizz
6.332999999999999,0.09,صعدة,Sa'ada,22.0,5772,2017-10-04,5,Sa'ada
2.082,0.23,شبوة,Shabwah,21.0,1324,2017-10-04,3,Shabwah
66.938,0.22,عمران,Amran,29.0,77685,2017-10-03,168,Amran
61.578,0.31,المحويت,Al Mahwit,27.0,44965,2017-10-03,140,Al Mahwit
58.376000000000005,0.19,الضالع,Al Dhale'e,30.0,42702,2017-10-03,79,Al Dhale'e
46.988,0.13,أبين,Abyan,12.0,26822,2017-10-03,35,Abyan
39.384,0.21,صنعاء,Sana'a,23.0,57908,2017-10-03,122,Sana'a
37.363,0.46,حجة,Hajjah,17.0,87046,2017-10-03,401,Hajjah
34.215,0.22,ذمار,Dhamar,20.0,68849,2017-10-03,153,Dhamar
30.98,0.12,البيضاء,Al Bayda,14.0,23526,2017-10-03,28,Al Bayda
27.525,0.08,أمانة العاصمة,Amanat Al Asimah,13.0,77835,2017-10-03,66,Amanat Al Asimah
20.815,0.1,لحج,Lahj,25.0,20999,2017-10-03,20,Lahj
20.261,0.93,ريمة,Raymah,31.0,12294,2017-10-03,114,Raymah
19.735,0.34,عدن,Aden,24.0,18215,2017-10-03,62,Aden
17.128,0.54,إب,Ibb,11.0,50650,2017-10-03,276,Ibb
15.734000000000002,0.39,تعز,Taizz,15.0,47174,2017-10-03,182,Taizz
6.218999999999999,0.09,صعدة,Sa'ada,22.0,5668,2017-10-03,5,Sa'ada
2.082,0.23,شبوة,Shabwah,21.0,1324,2017-10-03,3,Shabwah
66.288,0.22,عمران,Amran,29.0,76931,2017-10-02,167,Amran
60.82,0.32,المحويت,Al Mahwit,27.0,44411,2017-10-02,140,Al Mahwit
57.163999999999994,0.19,الضالع,Al Dhale'e,30.0,41815,2017-10-02,79,Al Dhale'e
46.637,0.13,أبين,Abyan,12.0,26622,2017-10-02,35,Abyan
39.077,0.21,صنعاء,Sana'a,23.0,57456,2017-10-02,122,Sana'a
36.876999999999995,0.47,حجة,Hajjah,17.0,85914,2017-10-02,400,Hajjah
33.958,0.22,ذمار,Dhamar,20.0,68332,2017-10-02,153,Dhamar
30.714000000000002,0.12,البيضاء,Al Bayda,14.0,23324,2017-10-02,28,Al Bayda
27.305,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,77215,2017-10-02,66,Amanat Al Asimah
20.496,0.1,لحج,Lahj,25.0,20678,2017-10-02,20,Lahj
20.093,0.93,ريمة,Raymah,31.0,12192,2017-10-02,113,Raymah
19.608,0.34,عدن,Aden,24.0,18098,2017-10-02,62,Aden
16.936,0.55,إب,Ibb,11.0,50082,2017-10-02,276,Ibb
15.533,0.39,تعز,Taizz,15.0,46573,2017-10-02,180,Taizz
5.962999999999999,0.09,صعدة,Sa'ada,22.0,5435,2017-10-02,5,Sa'ada
2.041,0.23,شبوة,Shabwah,21.0,1298,2017-10-02,3,Shabwah
66.288,0.22,عمران,Amran,29.0,76931,2017-10-01,167,Amran
60.82,0.32,المحويت,Al Mahwit,27.0,44411,2017-10-01,140,Al Mahwit
57.163999999999994,0.19,الضالع,Al Dhale'e,30.0,41815,2017-10-01,79,Al Dhale'e
46.637,0.13,أبين,Abyan,12.0,26622,2017-10-01,35,Abyan
39.077,0.21,صنعاء,Sana'a,23.0,57456,2017-10-01,122,Sana'a
36.876999999999995,0.47,حجة,Hajjah,17.0,85914,2017-10-01,400,Hajjah
33.958,0.22,ذمار,Dhamar,20.0,68332,2017-10-01,153,Dhamar
30.714000000000002,0.12,البيضاء,Al Bayda,14.0,23324,2017-10-01,28,Al Bayda
27.305,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,77215,2017-10-01,66,Amanat Al Asimah
20.496,0.1,لحج,Lahj,25.0,20678,2017-10-01,20,Lahj
20.093,0.93,ريمة,Raymah,31.0,12192,2017-10-01,113,Raymah
19.608,0.34,عدن,Aden,24.0,18098,2017-10-01,62,Aden
16.936,0.55,إب,Ibb,11.0,50082,2017-10-01,276,Ibb
15.533,0.39,تعز,Taizz,15.0,46573,2017-10-01,180,Taizz
5.962999999999999,0.09,صعدة,Sa'ada,22.0,5435,2017-10-01,5,Sa'ada
2.041,0.23,شبوة,Shabwah,21.0,1298,2017-10-01,3,Shabwah
65.852,0.22,عمران,Amran,29.0,76425,2017-09-30,167,Amran
60.394,0.32,المحويت,Al Mahwit,27.0,44100,2017-09-30,140,Al Mahwit
57.163999999999994,0.19,الضالع,Al Dhale'e,30.0,41815,2017-09-30,79,Al Dhale'e
46.464,0.13,أبين,Abyan,12.0,26523,2017-09-30,35,Abyan
38.832,0.21,صنعاء,Sana'a,23.0,57097,2017-09-30,122,Sana'a
36.547,0.47,حجة,Hajjah,17.0,85146,2017-09-30,399,Hajjah
33.69,0.23,ذمار,Dhamar,20.0,67794,2017-09-30,153,Dhamar
30.529,0.12,البيضاء,Al Bayda,14.0,23183,2017-09-30,28,Al Bayda
27.203000000000003,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,76925,2017-09-30,66,Amanat Al Asimah
20.355,0.1,لحج,Lahj,25.0,20535,2017-09-30,20,Lahj
19.933,0.93,ريمة,Raymah,31.0,12095,2017-09-30,113,Raymah
19.53,0.34,عدن,Aden,24.0,18026,2017-09-30,62,Aden
16.859,0.55,إب,Ibb,11.0,49854,2017-09-30,276,Ibb
15.367,0.39,تعز,Taizz,15.0,46076,2017-09-30,180,Taizz
5.898,0.09,صعدة,Sa'ada,22.0,5376,2017-09-30,5,Sa'ada
2.033,0.23,شبوة,Shabwah,21.0,1293,2017-09-30,3,Shabwah
65.10300000000001,0.22,عمران,Amran,29.0,75556,2017-09-28,167,Amran
59.457,0.32,المحويت,Al Mahwit,27.0,43416,2017-09-28,140,Al Mahwit
56.647,0.19,الضالع,Al Dhale'e,30.0,41437,2017-09-28,79,Al Dhale'e
46.222,0.13,أبين,Abyan,12.0,26385,2017-09-28,35,Abyan
37.483000000000004,0.22,صنعاء,Sana'a,23.0,55113,2017-09-28,122,Sana'a
35.977,0.47,حجة,Hajjah,17.0,83817,2017-09-28,398,Hajjah
33.213,0.23,ذمار,Dhamar,20.0,66834,2017-09-28,153,Dhamar
30.19,0.12,البيضاء,Al Bayda,14.0,22926,2017-09-28,28,Al Bayda
26.948,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,76203,2017-09-28,66,Amanat Al Asimah
20.042,0.1,لحج,Lahj,25.0,20220,2017-09-28,20,Lahj
19.757,0.93,ريمة,Raymah,31.0,11988,2017-09-28,111,Raymah
19.386,0.35,عدن,Aden,24.0,17893,2017-09-28,62,Aden
16.727999999999998,0.56,إب,Ibb,11.0,49468,2017-09-28,275,Ibb
15.11,0.4,تعز,Taizz,15.0,45303,2017-09-28,180,Taizz
5.725,0.1,صعدة,Sa'ada,22.0,5218,2017-09-28,5,Sa'ada
1.959,0.24,شبوة,Shabwah,21.0,1246,2017-09-28,3,Shabwah
64.704,0.22,عمران,Amran,29.0,75093,2017-09-27,167,Amran
59.138999999999996,0.32,المحويت,Al Mahwit,27.0,43184,2017-09-27,140,Al Mahwit
56.298,0.19,الضالع,Al Dhale'e,30.0,41182,2017-09-27,79,Al Dhale'e
46.071000000000005,0.13,أبين,Abyan,12.0,26299,2017-09-27,35,Abyan
35.662,0.48,حجة,Hajjah,17.0,83084,2017-09-27,398,Hajjah
35.286,0.24,صنعاء,Sana'a,23.0,51882,2017-09-27,122,Sana'a
32.949,0.23,ذمار,Dhamar,20.0,66302,2017-09-27,152,Dhamar
30.029,0.12,البيضاء,Al Bayda,14.0,22804,2017-09-27,28,Al Bayda
26.828000000000003,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,75864,2017-09-27,66,Amanat Al Asimah
19.843,0.1,لحج,Lahj,25.0,20019,2017-09-27,20,Lahj
19.676,0.93,ريمة,Raymah,31.0,11939,2017-09-27,111,Raymah
19.386,0.35,عدن,Aden,24.0,17893,2017-09-27,62,Aden
16.668,0.56,إب,Ibb,11.0,49289,2017-09-27,275,Ibb
15.019,0.4,تعز,Taizz,15.0,45030,2017-09-27,180,Taizz
5.635,0.1,صعدة,Sa'ada,22.0,5136,2017-09-27,5,Sa'ada
1.9580000000000002,0.24,شبوة,Shabwah,21.0,1245,2017-09-27,3,Shabwah
64.274,0.22,عمران,Amran,29.0,74594,2017-09-26,167,Amran
58.761,0.33,المحويت,Al Mahwit,27.0,42908,2017-09-26,140,Al Mahwit
56.119,0.19,الضالع,Al Dhale'e,30.0,41051,2017-09-26,79,Al Dhale'e
45.946999999999996,0.13,أبين,Abyan,12.0,26228,2017-09-26,35,Abyan
35.176,0.49,حجة,Hajjah,17.0,81951,2017-09-26,398,Hajjah
33.639,0.25,صنعاء,Sana'a,23.0,49461,2017-09-26,122,Sana'a
32.701,0.23,ذمار,Dhamar,20.0,65803,2017-09-26,152,Dhamar
29.824,0.12,البيضاء,Al Bayda,14.0,22648,2017-09-26,28,Al Bayda
26.715999999999998,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,75547,2017-09-26,66,Amanat Al Asimah
19.639,0.1,لحج,Lahj,25.0,19813,2017-09-26,20,Lahj
19.567,0.93,ريمة,Raymah,31.0,11873,2017-09-26,111,Raymah
19.316,0.35,عدن,Aden,24.0,17829,2017-09-26,62,Aden
16.592,0.55,إب,Ibb,11.0,49066,2017-09-26,272,Ibb
14.937999999999999,0.4,تعز,Taizz,15.0,44788,2017-09-26,180,Taizz
5.635,0.1,صعدة,Sa'ada,22.0,5136,2017-09-26,5,Sa'ada
1.9580000000000002,0.24,شبوة,Shabwah,21.0,1245,2017-09-26,3,Shabwah
63.927,0.23,عمران,Amran,29.0,74191,2017-09-25,167,Amran
58.396,0.33,المحويت,Al Mahwit,27.0,42641,2017-09-25,140,Al Mahwit
55.808,0.19,الضالع,Al Dhale'e,30.0,40823,2017-09-25,79,Al Dhale'e
45.777,0.13,أبين,Abyan,12.0,26131,2017-09-25,35,Abyan
34.732,0.49,حجة,Hajjah,17.0,80916,2017-09-25,398,Hajjah
32.95,0.25,صنعاء,Sana'a,23.0,48448,2017-09-25,122,Sana'a
32.438,0.23,ذمار,Dhamar,20.0,65274,2017-09-25,152,Dhamar
29.561999999999998,0.12,البيضاء,Al Bayda,14.0,22449,2017-09-25,28,Al Bayda
26.553,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,75088,2017-09-25,66,Amanat Al Asimah
19.45,0.94,ريمة,Raymah,31.0,11802,2017-09-25,111,Raymah
19.340999999999998,0.1,لحج,Lahj,25.0,19512,2017-09-25,20,Lahj
19.242,0.35,عدن,Aden,24.0,17760,2017-09-25,62,Aden
16.514,0.56,إب,Ibb,11.0,48835,2017-09-25,272,Ibb
14.84,0.4,تعز,Taizz,15.0,44495,2017-09-25,180,Taizz
5.537000000000001,0.1,صعدة,Sa'ada,22.0,5047,2017-09-25,5,Sa'ada
1.954,0.24,شبوة,Shabwah,21.0,1243,2017-09-25,3,Shabwah
63.488,0.23,عمران,Amran,29.0,73681,2017-09-24,167,Amran
58.034,0.33,المحويت,Al Mahwit,27.0,42377,2017-09-24,140,Al Mahwit
55.455,0.19,الضالع,Al Dhale'e,30.0,40565,2017-09-24,79,Al Dhale'e
45.351000000000006,0.14,أبين,Abyan,12.0,25888,2017-09-24,35,Abyan
34.731,0.49,حجة,Hajjah,17.0,80914,2017-09-24,398,Hajjah
32.165,0.23,ذمار,Dhamar,20.0,64725,2017-09-24,151,Dhamar
31.584,0.26,صنعاء,Sana'a,23.0,46440,2017-09-24,122,Sana'a
29.37,0.13,البيضاء,Al Bayda,14.0,22303,2017-09-24,28,Al Bayda
26.444000000000003,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,74778,2017-09-24,66,Amanat Al Asimah
19.295,0.95,ريمة,Raymah,31.0,11708,2017-09-24,111,Raymah
19.186,0.34,عدن,Aden,24.0,17709,2017-09-24,61,Aden
19.145,0.1,لحج,Lahj,25.0,19315,2017-09-24,20,Lahj
16.438,0.56,إب,Ibb,11.0,48608,2017-09-24,272,Ibb
14.665999999999999,0.41,تعز,Taizz,15.0,43973,2017-09-24,180,Taizz
5.397,0.1,صعدة,Sa'ada,22.0,4919,2017-09-24,5,Sa'ada
1.953,0.24,شبوة,Shabwah,21.0,1242,2017-09-24,3,Shabwah
62.993,0.23,عمران,Amran,29.0,73107,2017-09-23,167,Amran
57.601000000000006,0.33,المحويت,Al Mahwit,27.0,42061,2017-09-23,140,Al Mahwit
55.452,0.19,الضالع,Al Dhale'e,30.0,40563,2017-09-23,79,Al Dhale'e
44.86600000000001,0.14,أبين,Abyan,12.0,25611,2017-09-23,35,Abyan
34.559,0.49,حجة,Hajjah,17.0,80514,2017-09-23,398,Hajjah
31.926,0.24,ذمار,Dhamar,20.0,64243,2017-09-23,151,Dhamar
30.685,0.27,صنعاء,Sana'a,23.0,45118,2017-09-23,122,Sana'a
29.201999999999998,0.13,البيضاء,Al Bayda,14.0,22176,2017-09-23,28,Al Bayda
26.284000000000002,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,74327,2017-09-23,66,Amanat Al Asimah
19.221,0.94,ريمة,Raymah,31.0,11663,2017-09-23,110,Raymah
19.118,0.34,عدن,Aden,24.0,17646,2017-09-23,60,Aden
18.985,0.1,لحج,Lahj,25.0,19153,2017-09-23,20,Lahj
16.317,0.56,إب,Ibb,11.0,48253,2017-09-23,271,Ibb
14.559000000000001,0.41,تعز,Taizz,15.0,43652,2017-09-23,180,Taizz
5.287000000000001,0.1,صعدة,Sa'ada,22.0,4819,2017-09-23,5,Sa'ada
1.953,0.24,شبوة,Shabwah,21.0,1242,2017-09-23,3,Shabwah
62.665,0.23,عمران,Amran,29.0,72726,2017-09-22,167,Amran
57.013999999999996,0.34,المحويت,Al Mahwit,27.0,41632,2017-09-22,140,Al Mahwit
54.847,0.2,الضالع,Al Dhale'e,30.0,40120,2017-09-22,79,Al Dhale'e
44.86600000000001,0.14,أبين,Abyan,12.0,25611,2017-09-22,35,Abyan
34.351,0.49,حجة,Hajjah,17.0,80028,2017-09-22,396,Hajjah
31.682,0.24,ذمار,Dhamar,20.0,63753,2017-09-22,151,Dhamar
29.361,0.28,صنعاء,Sana'a,23.0,43171,2017-09-22,122,Sana'a
28.909000000000002,0.13,البيضاء,Al Bayda,14.0,21953,2017-09-22,28,Al Bayda
26.233,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,74182,2017-09-22,66,Amanat Al Asimah
19.116,0.95,ريمة,Raymah,31.0,11599,2017-09-22,110,Raymah
19.052,0.34,عدن,Aden,24.0,17585,2017-09-22,60,Aden
18.820999999999998,0.11,لحج,Lahj,25.0,18988,2017-09-22,20,Lahj
16.229,0.56,إب,Ibb,11.0,47991,2017-09-22,270,Ibb
14.47,0.41,تعز,Taizz,15.0,43384,2017-09-22,180,Taizz
5.172000000000001,0.11,صعدة,Sa'ada,22.0,4714,2017-09-22,5,Sa'ada
1.95,0.24,شبوة,Shabwah,21.0,1240,2017-09-22,3,Shabwah
62.31,0.23,عمران,Amran,29.0,72314,2017-09-21,167,Amran
56.717,0.34,المحويت,Al Mahwit,27.0,41415,2017-09-21,140,Al Mahwit
54.52,0.2,الضالع,Al Dhale'e,30.0,39881,2017-09-21,79,Al Dhale'e
44.86600000000001,0.14,أبين,Abyan,12.0,25611,2017-09-21,35,Abyan
34.058,0.5,حجة,Hajjah,17.0,79347,2017-09-21,396,Hajjah
31.461,0.24,ذمار,Dhamar,20.0,63308,2017-09-21,151,Dhamar
28.703000000000003,0.13,البيضاء,Al Bayda,14.0,21797,2017-09-21,28,Al Bayda
28.31,0.29,صنعاء,Sana'a,23.0,41626,2017-09-21,122,Sana'a
26.105999999999998,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,73823,2017-09-21,66,Amanat Al Asimah
19.004,0.95,ريمة,Raymah,31.0,11531,2017-09-21,110,Raymah
18.977,0.34,عدن,Aden,24.0,17516,2017-09-21,60,Aden
18.614,0.11,لحج,Lahj,25.0,18779,2017-09-21,20,Lahj
16.16,0.56,إب,Ibb,11.0,47787,2017-09-21,269,Ibb
14.427999999999999,0.42,تعز,Taizz,15.0,43259,2017-09-21,180,Taizz
5.065,0.11,صعدة,Sa'ada,22.0,4617,2017-09-21,5,Sa'ada
1.9040000000000001,0.25,شبوة,Shabwah,21.0,1211,2017-09-21,3,Shabwah
61.833,0.23,عمران,Amran,29.0,71761,2017-09-20,166,Amran
56.402,0.34,المحويت,Al Mahwit,27.0,41185,2017-09-20,140,Al Mahwit
54.125,0.2,الضالع,Al Dhale'e,30.0,39592,2017-09-20,79,Al Dhale'e
44.551,0.14,أبين,Abyan,12.0,25431,2017-09-20,35,Abyan
33.708,0.5,حجة,Hajjah,17.0,78530,2017-09-20,396,Hajjah
31.163,0.24,ذمار,Dhamar,20.0,62708,2017-09-20,151,Dhamar
28.511999999999997,0.13,البيضاء,Al Bayda,14.0,21652,2017-09-20,28,Al Bayda
27.281,0.3,صنعاء,Sana'a,23.0,40113,2017-09-20,122,Sana'a
25.951,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,73384,2017-09-20,66,Amanat Al Asimah
18.897000000000002,0.34,عدن,Aden,24.0,17442,2017-09-20,60,Aden
18.824,0.96,ريمة,Raymah,31.0,11422,2017-09-20,110,Raymah
18.424,0.11,لحج,Lahj,25.0,18587,2017-09-20,20,Lahj
16.09,0.57,إب,Ibb,11.0,47580,2017-09-20,269,Ibb
13.899000000000001,0.43,تعز,Taizz,15.0,41672,2017-09-20,180,Taizz
4.781000000000001,0.11,صعدة,Sa'ada,22.0,4358,2017-09-20,5,Sa'ada
1.902,0.25,شبوة,Shabwah,21.0,1210,2017-09-20,3,Shabwah
61.388000000000005,0.23,عمران,Amran,29.0,71244,2017-09-19,165,Amran
56.4,0.34,المحويت,Al Mahwit,27.0,41184,2017-09-19,140,Al Mahwit
53.931000000000004,0.2,الضالع,Al Dhale'e,30.0,39450,2017-09-19,79,Al Dhale'e
44.146,0.14,أبين,Abyan,12.0,25200,2017-09-19,35,Abyan
33.396,0.51,حجة,Hajjah,17.0,77803,2017-09-19,396,Hajjah
30.906,0.24,ذمار,Dhamar,20.0,62191,2017-09-19,151,Dhamar
28.219,0.13,البيضاء,Al Bayda,14.0,21429,2017-09-19,28,Al Bayda
25.958000000000002,0.32,صنعاء,Sana'a,23.0,38167,2017-09-19,122,Sana'a
25.873,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,73164,2017-09-19,66,Amanat Al Asimah
18.838,0.35,عدن,Aden,24.0,17387,2017-09-19,60,Aden
18.824,0.96,ريمة,Raymah,31.0,11422,2017-09-19,110,Raymah
18.224,0.11,لحج,Lahj,25.0,18386,2017-09-19,20,Lahj
16.027,0.57,إب,Ibb,11.0,47393,2017-09-19,268,Ibb
13.898,0.43,تعز,Taizz,15.0,41671,2017-09-19,180,Taizz
4.781000000000001,0.11,صعدة,Sa'ada,22.0,4358,2017-09-19,5,Sa'ada
1.902,0.25,شبوة,Shabwah,21.0,1210,2017-09-19,3,Shabwah
60.913999999999994,0.23,عمران,Amran,29.0,70694,2017-09-18,163,Amran
56.083,0.34,المحويت,Al Mahwit,27.0,40952,2017-09-18,140,Al Mahwit
53.931000000000004,0.2,الضالع,Al Dhale'e,30.0,39450,2017-09-18,79,Al Dhale'e
43.766000000000005,0.14,أبين,Abyan,12.0,24983,2017-09-18,35,Abyan
33.049,0.51,حجة,Hajjah,17.0,76995,2017-09-18,393,Hajjah
30.623,0.24,ذمار,Dhamar,20.0,61621,2017-09-18,148,Dhamar
28.026999999999997,0.13,البيضاء,Al Bayda,14.0,21283,2017-09-18,28,Al Bayda
25.784000000000002,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,72913,2017-09-18,66,Amanat Al Asimah
25.563000000000002,0.32,صنعاء,Sana'a,23.0,37587,2017-09-18,122,Sana'a
18.753,0.97,ريمة,Raymah,31.0,11379,2017-09-18,110,Raymah
18.68,0.35,عدن,Aden,24.0,17242,2017-09-18,60,Aden
17.987000000000002,0.11,لحج,Lahj,25.0,18146,2017-09-18,20,Lahj
15.935,0.57,إب,Ibb,11.0,47121,2017-09-18,267,Ibb
13.815999999999999,0.43,تعز,Taizz,15.0,41424,2017-09-18,179,Taizz
4.628,0.12,صعدة,Sa'ada,22.0,4218,2017-09-18,5,Sa'ada
1.899,0.25,شبوة,Shabwah,21.0,1208,2017-09-18,3,Shabwah
60.523999999999994,0.23,عمران,Amran,29.0,70242,2017-09-17,162,Amran
55.653,0.34,المحويت,Al Mahwit,27.0,40638,2017-09-17,140,Al Mahwit
53.681999999999995,0.2,الضالع,Al Dhale'e,30.0,39268,2017-09-17,79,Al Dhale'e
43.128,0.14,أبين,Abyan,12.0,24619,2017-09-17,35,Abyan
33.046,0.51,حجة,Hajjah,17.0,76988,2017-09-17,393,Hajjah
30.378,0.24,ذمار,Dhamar,20.0,61129,2017-09-17,148,Dhamar
27.608,0.13,البيضاء,Al Bayda,14.0,20965,2017-09-17,28,Al Bayda
25.638,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,72500,2017-09-17,66,Amanat Al Asimah
25.079,0.33,صنعاء,Sana'a,23.0,36875,2017-09-17,122,Sana'a
18.68,0.35,عدن,Aden,24.0,17242,2017-09-17,60,Aden
18.648,0.97,ريمة,Raymah,31.0,11315,2017-09-17,110,Raymah
17.787,0.11,لحج,Lahj,25.0,17945,2017-09-17,20,Lahj
15.869000000000002,0.57,إب,Ibb,11.0,46926,2017-09-17,267,Ibb
13.536,0.44,تعز,Taizz,15.0,40585,2017-09-17,179,Taizz
4.487,0.12,صعدة,Sa'ada,22.0,4090,2017-09-17,5,Sa'ada
1.8840000000000001,0.25,شبوة,Shabwah,21.0,1198,2017-09-17,3,Shabwah
60.063,0.23,عمران,Amran,29.0,69707,2017-09-16,162,Amran
55.316,0.35,المحويت,Al Mahwit,27.0,40392,2017-09-16,140,Al Mahwit
53.082,0.2,الضالع,Al Dhale'e,30.0,38829,2017-09-16,79,Al Dhale'e
43.128,0.14,أبين,Abyan,12.0,24619,2017-09-16,35,Abyan
32.897,0.51,حجة,Hajjah,17.0,76641,2017-09-16,393,Hajjah
30.128,0.24,ذمار,Dhamar,20.0,60625,2017-09-16,148,Dhamar
27.608,0.13,البيضاء,Al Bayda,14.0,20965,2017-09-16,28,Al Bayda
25.468000000000004,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,72020,2017-09-16,66,Amanat Al Asimah
24.445,0.34,صنعاء,Sana'a,23.0,35943,2017-09-16,122,Sana'a
18.563,0.35,عدن,Aden,24.0,17134,2017-09-16,60,Aden
18.552,0.96,ريمة,Raymah,31.0,11257,2017-09-16,108,Raymah
17.615,0.11,لحج,Lahj,25.0,17771,2017-09-16,20,Lahj
15.777000000000001,0.57,إب,Ibb,11.0,46656,2017-09-16,266,Ibb
13.462,0.44,تعز,Taizz,15.0,40364,2017-09-16,179,Taizz
4.351,0.13,صعدة,Sa'ada,22.0,3966,2017-09-16,5,Sa'ada
1.8840000000000001,0.25,شبوة,Shabwah,21.0,1198,2017-09-16,3,Shabwah
59.683,0.23,عمران,Amran,29.0,69266,2017-09-15,161,Amran
54.94,0.35,المحويت,Al Mahwit,27.0,40118,2017-09-15,140,Al Mahwit
52.756,0.2,الضالع,Al Dhale'e,30.0,38591,2017-09-15,79,Al Dhale'e
42.769,0.14,أبين,Abyan,12.0,24414,2017-09-15,35,Abyan
32.666,0.52,حجة,Hajjah,17.0,76104,2017-09-15,393,Hajjah
29.845,0.25,ذمار,Dhamar,20.0,60057,2017-09-15,148,Dhamar
27.430999999999997,0.13,البيضاء,Al Bayda,14.0,20831,2017-09-15,28,Al Bayda
25.369,0.09,أمانة العاصمة,Amanat Al Asimah,13.0,71740,2017-09-15,66,Amanat Al Asimah
23.909000000000002,0.35,صنعاء,Sana'a,23.0,35155,2017-09-15,122,Sana'a
18.472,0.35,عدن,Aden,24.0,17050,2017-09-15,60,Aden
18.463,0.96,ريمة,Raymah,31.0,11203,2017-09-15,108,Raymah
